Transaction_Amount,Account_Balance,Previous_Fraudulent_Activity,Daily_Transaction_Count,Card_Age,Transaction_Year,Transaction_Month,Transaction_Day,Transaction_DayOfWeek,Amount_to_Balance_Ratio,High_Amount_Flag,High_Transaction_Frequency,Transaction_Type_Bank Transfer,Transaction_Type_Online,Transaction_Type_POS,Device_Type_Mobile,Device_Type_Tablet,Location_Mumbai,Location_New York,Location_Sydney,Location_Tokyo,Merchant_Category_Electronics,Merchant_Category_Groceries,Merchant_Category_Restaurants,Merchant_Category_Travel,Card_Type_Discover,Card_Type_Mastercard,Card_Type_Visa,Fraud_Label
23.61,4448.93,0,2,192,2023,3,5,6,0.005305701438000148,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
273.3,47666.59,0,6,139,2023,11,29,2,0.005733455372927392,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
32.89,97158.92,0,9,29,2023,9,19,1,0.00033851407041092665,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
138.78,35689.42,0,13,3,2023,9,7,3,0.003888438410083154,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
64.7,65937.19,0,11,136,2023,2,3,4,0.0009812219595351343,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
151.02,50633.07,0,12,18,2023,2,7,1,0.0029825767511874914,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
85.56,55573.38,0,5,48,2023,1,6,4,0.0015395583360534118,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
97.75,34247.82,0,1,166,2023,10,17,1,0.0028541129300221147,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
41.14,7790.05,0,5,27,2023,8,26,5,0.005280417915428601,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
7.75,99776.76,0,9,93,2023,12,5,1,7.767261962986541e-05,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
26.32,76993.51,0,11,56,2023,6,1,3,0.00034184255474838403,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
13.68,48705.47,0,9,199,2023,11,14,1,0.0002808661765059139,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
97.26,97286.57,0,14,235,2023,1,11,2,0.0009997166133350849,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
80.28,68178.91,0,8,96,2023,4,14,4,0.0011774729535430598,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
28.71,52494.51,0,1,237,2023,2,18,5,0.0005469039161634967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138.69,87671.84,0,7,78,2023,10,5,3,0.0015819038142257055,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
45.42,81105.28,0,14,49,2023,7,10,0,0.0005600059576151194,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
181.93,85727.29,0,10,1,2023,4,26,2,0.002122169939468057,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
218.68,93451.3,0,3,139,2023,7,13,3,0.002340017313645571,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7.27,75937.61,0,1,8,2023,10,4,2,9.573522612541893e-05,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
255.6,64461.03,0,8,227,2023,11,1,2,0.003965124896004671,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
183.8,50158.34,0,2,69,2023,8,5,5,0.0036643225369392823,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
33.73,95039.19,0,4,195,2023,9,18,0,0.0003549024891469598,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
16.21,29547.78,0,13,226,2023,12,17,6,0.0005485844085610303,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
170.95,1715.83,0,4,67,2023,6,25,6,0.09957305033113353,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
3.95,71465.92,0,10,37,2023,2,13,0,5.5270326467126334e-05,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
152.53,2219.35,0,13,101,2023,1,1,6,0.06869637669736754,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
94.75,66234.97,0,7,135,2023,11,25,5,0.0014304916195837397,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
61.0,20662.87,0,8,239,2023,1,16,0,0.0029520123771587803,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
52.74,43495.86,0,14,112,2023,12,3,6,0.0012125013161869615,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
106.81,33273.69,0,4,215,2023,8,5,5,0.003209947260214896,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
203.67,67616.81,0,14,31,2023,9,21,3,0.0030120762562407745,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9.45,62305.87,0,13,11,2023,8,19,5,0.0001516686683185979,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
70.6,13877.84,0,10,165,2023,4,8,5,0.005086880459750238,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
213.63,48113.22,0,4,52,2023,2,8,2,0.0044400595083948155,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
85.97,96033.89,0,4,9,2023,4,3,0,0.0008951954857239905,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
39.26,94336.47,0,5,23,2023,7,26,2,0.00041616549606428917,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
71.7,9887.72,0,3,74,2023,6,25,6,0.00725068562968716,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19.55,38238.38,0,11,48,2023,5,6,5,0.0005112530590192624,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
20.6,18176.06,0,3,84,2023,3,10,4,0.0011332965837159584,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
186.92,46933.06,0,6,89,2023,1,5,3,0.003982608791994555,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
207.42,92613.41,0,8,142,2023,10,21,5,0.0022396082855788853,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
44.55,48986.85,0,14,111,2023,12,18,0,0.0009094091698247627,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20.45,6395.7,0,6,144,2023,11,7,1,0.0031969609329810683,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
230.73,4367.11,0,8,169,2023,11,26,6,0.05282147198674026,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
28.11,57391.14,0,9,226,2023,6,13,1,0.0004897883229306312,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
39.76,19663.54,0,2,169,2023,2,6,0,0.0020219135560760634,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
40.9,56588.61,1,7,51,2023,7,9,6,0.0007227475149590181,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
113.5,3568.51,0,5,134,2023,2,6,0,0.031797081392123845,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
27.16,15581.74,0,9,60,2023,4,26,2,0.0017429540632777035,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
26.45,51838.72,0,10,28,2023,11,10,4,0.000510226521285223,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
225.27,88163.0,0,3,183,2023,1,30,0,0.0025551245406288284,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
30.3,33868.9,1,4,163,2023,2,25,5,0.0008945996297597572,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
88.0,50502.82,0,14,91,2023,2,15,2,0.0017424424528679216,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
93.11,95553.62,1,13,93,2023,9,7,3,0.0009744165169617127,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
60.22,68350.48,0,1,99,2023,10,1,6,0.0008810343243482073,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
6.46,26646.38,0,6,169,2023,4,7,4,0.0002424253341229044,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
58.26,45890.56,0,2,130,2023,2,7,1,0.001269514481529937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
125.08,25062.36,0,9,51,2023,9,7,3,0.004990551945150211,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
222.56,3162.6,0,9,195,2023,10,10,1,0.07035023391073461,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
65.08,91656.94,0,11,32,2023,8,22,1,0.0007100312313368596,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
33.54,47292.21,0,9,169,2023,6,14,2,0.0007091927149795922,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1
343.41,39119.72,0,13,33,2023,4,19,2,0.008778212670932437,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
39.06,24259.17,0,1,146,2023,7,7,4,0.001610046425890668,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
77.12,19031.57,0,9,233,2023,6,27,1,0.0040520013849942495,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
90.98,65481.73,0,12,96,2023,6,29,3,0.0013893739616537063,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
313.25,96458.48,0,12,202,2023,1,4,2,0.0032474775937004845,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25.91,43838.08,0,14,80,2023,6,7,2,0.000591025176623232,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
19.2,29303.78,0,12,99,2023,8,8,1,0.0006551832158439681,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
188.14,76111.24,0,1,165,2023,7,28,4,0.0024718757456093786,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
86.88,46436.98,0,1,17,2023,12,29,4,0.0018708824113365826,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
40.39,21556.02,0,10,200,2023,11,4,5,0.0018736355952724448,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
74.19,29513.23,0,10,118,2023,12,9,5,0.002513702712217124,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
342.71,48192.96,0,12,171,2023,5,8,0,0.007111057070222077,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
28.69,65763.48,0,6,163,2023,7,24,0,0.00043625373453876624,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
59.75,36966.3,0,6,17,2023,8,4,4,0.0016162933186897608,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
93.29,80018.8,0,6,151,2023,4,25,1,0.0011658364554772694,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
156.74,29212.36,0,1,73,2023,10,18,2,0.00536535338625889,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
32.94,40648.09,0,5,122,2023,6,16,4,0.0008103502440030023,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
71.03,95768.57,0,1,60,2023,3,10,4,0.000741676087717633,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
81.66,1836.01,0,13,70,2023,3,4,5,0.044452670371963134,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
22.89,54708.93,0,5,155,2023,7,15,5,0.00041838839859601357,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
42.3,69801.69,0,8,66,2023,8,29,1,0.0006059938377733007,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.3,83151.66,0,9,204,2023,1,9,0,0.000496676835112671,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
147.45,38828.67,0,2,10,2023,10,8,6,0.0037973539306411824,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
119.93,46787.8,0,10,228,2023,11,7,1,0.002563220257839483,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
49.16,64549.44,0,2,34,2023,4,1,5,0.0007615749791945646,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1
79.39,39877.67,0,5,223,2023,8,1,1,0.0019907885593977936,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
27.11,97336.06,0,13,39,2023,10,14,5,0.00027851673350314876,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
15.64,32261.1,0,9,84,2023,8,1,1,0.0004847793541028018,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
179.64,29227.36,0,6,111,2023,8,26,5,0.006146085514206065,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
192.54,13584.32,0,7,194,2023,2,27,0,0.014172651067475775,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
193.02,55341.2,0,2,60,2023,8,18,4,0.003487754371889806,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
111.67,59490.19,0,6,207,2023,9,3,6,0.0018770846574089374,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
18.5,9348.14,0,1,80,2023,4,14,4,0.0019787916321715154,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
194.76,44012.32,0,11,46,2023,2,11,5,0.004425024060897928,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
86.6,12912.07,0,13,142,2023,5,12,4,0.0067063835323435865,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
23.34,48771.73,0,3,81,2023,9,4,0,0.0004785461055799009,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
29.22,51027.75,0,10,144,2023,4,10,0,0.0005726183768953775,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
198.4,84539.38,1,4,74,2023,5,4,3,0.0023468075255871808,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
29.64,95907.52,0,6,30,2023,1,8,6,0.0003090444936487394,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
203.78,28449.66,0,14,158,2023,12,19,1,0.007162575490340118,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
22.42,83091.78,1,11,79,2023,4,1,5,0.0002698188699427315,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
58.04,62540.73,0,6,145,2023,1,7,5,0.0009280203793531135,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
11.81,31306.83,0,14,109,2023,12,17,6,0.00037722192818857137,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
8.47,86956.56,0,14,196,2023,5,18,3,9.740383699818626e-05,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
205.79,46826.84,0,1,121,2023,11,1,2,0.004394607993877146,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
202.64,85882.58,0,2,55,2023,12,4,0,0.0023594731379385906,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
50.3,90129.51,0,6,20,2023,8,7,0,0.0005580796114434502,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3.43,94423.63,0,4,148,2023,4,11,1,3.632526810007093e-05,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117.11,41313.94,0,14,112,2023,10,1,6,0.0028345678342991663,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
162.12,87750.34,0,1,51,2023,3,30,3,0.0018474931550902813,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
161.31,97481.65,0,8,68,2023,4,23,6,0.0016547560001702868,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52.62,79204.22,0,14,214,2023,12,23,5,0.000664350152679331,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
27.65,73551.65,0,11,88,2023,10,29,6,0.00037592119386589066,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
87.7,57057.93,0,6,53,2023,8,13,6,0.001537007441254156,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
63.52,56025.3,0,10,191,2023,1,7,5,0.0011337532551676623,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
448.79,22622.73,0,9,176,2023,1,7,5,0.019837135609380063,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
30.95,38399.86,0,10,59,2023,5,13,5,0.0008059715329292104,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
60.23,46226.89,0,5,215,2023,9,23,5,0.0013028931236100112,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1
11.46,54510.94,0,3,149,2023,4,30,6,0.00021022917181079962,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
72.91,86734.93,0,8,143,2023,9,29,4,0.000840597431767896,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55.25,80862.95,0,11,19,2023,4,1,5,0.0006832463662732281,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
142.31,84375.28,0,10,10,2023,11,5,6,0.001686611450516662,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
101.34,9994.49,0,10,81,2023,8,8,1,0.010138572496195784,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.64,19758.12,0,7,221,2023,8,6,6,0.007522602221151549,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1
32.67,58975.26,0,12,155,2023,2,7,1,0.0005539517087044855,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
46.26,79134.32,1,5,126,2023,3,25,5,0.0005845683065412511,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
78.72,74586.27,0,7,222,2023,4,19,2,0.0010554079804770975,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
134.71,88887.52,0,2,42,2023,8,16,2,0.0015154937892992255,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
51.2,19645.28,1,1,31,2023,10,30,0,0.0026060913312851088,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
84.23,50437.35,0,1,3,2023,6,10,5,0.0016699594653671265,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
20.06,79215.3,0,3,126,2023,12,7,3,0.0002532307113561224,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
223.51,16780.41,0,7,148,2023,10,31,1,0.013318904668916378,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23.64,44761.08,0,11,180,2023,2,19,6,0.0005281255920189589,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
100.4,56186.67,0,5,51,2023,6,25,6,0.001786868898461175,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
113.46,19826.49,0,9,39,2023,8,2,2,0.00572235820065979,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
37.14,50920.02,0,12,115,2023,4,18,1,0.0007293648084818412,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
106.04,42547.4,0,9,39,2023,5,15,0,0.0024922206240422674,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
16.39,90264.84,0,7,33,2023,12,11,0,0.0001815747795622353,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
120.06,69975.26,1,9,66,2023,6,9,4,0.001715724732930854,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25.65,94082.99,1,7,74,2023,8,18,4,0.000272628743742692,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
286.33,47452.54,0,13,166,2023,9,27,2,0.006033901791099252,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
7.57,83765.6,0,2,238,2023,3,19,6,9.037014752896739e-05,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6.77,52477.39,0,3,184,2023,11,11,5,0.0001290054820660466,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
174.74,45458.16,0,11,5,2023,2,11,5,0.003843889768310721,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
35.84,3424.45,1,8,115,2023,7,28,4,0.010462858894451825,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
6.35,84246.28,1,8,30,2023,4,8,5,7.537335329995223e-05,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
28.65,88450.7,0,10,148,2023,9,29,4,0.0003239055891520457,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
75.37,62567.58,0,14,76,2023,7,22,5,0.0012045982184668408,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57.15,11678.4,1,10,23,2023,4,26,2,0.00489323081665154,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
17.04,23930.38,0,2,154,2023,2,8,2,0.0007120358291080581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
16.44,83499.14,1,2,169,2023,8,20,6,0.00019688589743681868,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
38.95,56293.57,0,11,44,2023,12,3,6,0.0006918962166333272,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
57.96,2471.1,0,7,48,2023,1,23,0,0.023445653492981677,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
253.25,60221.92,0,9,33,2023,11,7,1,0.004205209578014484,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
245.49,56219.35,0,7,175,2023,6,28,2,0.004366568333352603,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
207.74,56792.72,0,3,112,2023,3,28,1,0.0036577987847952204,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
133.9,84940.3,0,2,148,2023,3,19,6,0.001576382749027858,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
17.78,88915.79,0,8,105,2023,5,19,4,0.00019996223435416417,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
62.67,77131.48,0,9,205,2023,8,12,5,0.0008124981849410262,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
4.52,79420.04,0,2,56,2023,9,24,6,5.691187121196096e-05,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
145.8,28732.76,0,2,170,2023,10,6,4,0.0050741705923624345,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
42.66,97250.57,0,4,114,2023,2,9,3,0.00043865615742758697,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
90.75,94615.64,0,2,216,2023,1,10,1,0.0009591336153978835,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
19.32,11899.01,0,9,130,2023,10,17,1,0.0016235280474554224,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
109.12,33990.63,0,6,142,2023,12,13,2,0.00321020204091419,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
124.5,12270.81,0,7,59,2023,4,9,6,0.010145202704409537,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
36.76,85071.14,0,6,49,2023,7,14,4,0.0004321038591482476,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
21.88,28063.63,0,11,23,2023,10,29,6,0.000779629020585698,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
14.87,551.59,0,3,155,2023,8,12,5,0.02690964367795291,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
55.65,33698.09,0,12,133,2023,2,13,0,0.0016513799037303383,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
72.64,26007.68,0,2,175,2023,5,27,5,0.0027929137503325814,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
40.45,9134.24,0,4,11,2023,10,10,1,0.0044279077506447564,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
63.95,83087.09,0,1,56,2023,2,17,4,0.0007696650627063398,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1
23.52,22993.88,0,4,129,2023,6,1,3,0.0010228363879263558,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
108.73,99958.18,0,8,209,2023,12,21,3,0.0010877440171077836,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
52.04,71787.41,0,10,237,2023,1,16,0,0.0007249081014609461,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
18.84,87916.89,0,3,215,2023,1,31,1,0.00021429085707129686,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
358.63,62159.29,0,8,60,2023,6,16,4,0.005769438977842606,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
158.54,55991.72,0,9,185,2023,8,4,4,0.0028314395157084706,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
36.57,69078.52,0,10,15,2023,8,15,1,0.0005293898973241273,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
12.5,69391.84,0,1,174,2023,3,22,2,0.00018013385819055683,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
76.25,62005.37,0,12,26,2023,3,19,6,0.0012297123666487814,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
135.45,71190.24,0,4,4,2023,11,4,5,0.0019026217270551823,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
206.24,12309.3,0,7,216,2023,3,20,0,0.016753450362704404,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
85.34,43105.07,0,2,193,2023,10,13,4,0.001979767582616555,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
21.75,77435.2,0,7,222,2023,7,24,0,0.0002808763859796839,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
9.14,89343.39,0,13,215,2023,10,1,6,0.00010230077120678758,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
17.39,61962.49,0,14,48,2023,5,30,1,0.00028064913709670004,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
